text,ids
"drophilic character, Butoxy Glycol Ether (EB) provides excellent performance in coatings, cleaners, and many other types of products. Butoxy Glycol Ether (EB) is compatible with a wide range of resin types, and it also offers 100% water solubility.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Butyl Glycol Ether >SABIC ® Butoxy Tri Glycol Ether (BTG) Butoxy Tri Glycol Ether (BTG) is low-volatility, high solvency glycol ether with excellent coupling properties. The versatility of Butoxy Tri Glycol Ether (BTG) is demonstrated by the variety of applications in which it may find use. The low volatility and excellent solvency makes this glycol ether a highly effective carrier solvent for textile dye processes. With superior surface tension characteristics, water solubility and solvency for oils, it has potential for use in household, institutional, industrial and special-purpose cleaners. The coupling ability of this product enhances performance and improves shelf stability of cleaning products.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethyleneamines > SABIC ® DIETHYLENETRIAMINE (DETA) Diethylenetriamine is the next to the lowest molecular weight product c",chunk_75
" stability of cleaning products.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethyleneamines > SABIC ® DIETHYLENETRIAMINE (DETA) Diethylenetriamine is the next to the lowest molecular weight product containing two primary and one secondary nitrogen. Clear and colorless with an ammonia-like odor, DETA is a single- component product.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethyleneamines > SABIC ® PIPERAZINE (PIP68) Piperazine is the simplest cyclic member of the ethyleneamines family. The product has two secondary amine groups. Commercial piperazine is sold in aqueous solutions to facilitate handling and storage.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals> Olefins & Gases > SABIC® 1,3-Butadiene Butadiene (1,3-Butadiene) is a flammable, colorless gas with a mild aromatic odor and it is highly reactive. Butadiene is soluble in alcohol and ether, insoluble in water and polymerizes readily, particularly if oxygen is present.It can be used in the making of synthetic rubber (styrene-butadiene and nitrile butadiene rubbers, to a large extent, CIS-polybutadiene is also an extender and substitute for rub",chunk_76
"insoluble in water and polymerizes readily, particularly if oxygen is present.It can be used in the making of synthetic rubber (styrene-butadiene and nitrile butadiene rubbers, to a large extent, CIS-polybutadiene is also an extender and substitute for rubber, and polymerizations transpolybutadiene is a type of rubber with unusual properties). Butadiene is also used extensively for various polymerizations for plastics manufacturing. Copolymers with high proportions of styrene have found applications such as stiffening resins for rubber, in water-base and other paints, and in high impact plastic.Butadiene also serves as a starting material for nylon 66 (adiponitrile) and an ingredient in rocket fuel (butadiene - acrylonitrile polymer).Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performance Monomers > SABIC® 2-Ethylhexanol (2-EH) 2-Ethyl Hexanol (2-EH) is a clear, uniform, nontoxic liquid with a characteristic odor, insoluble in water, soluble in organic solvent. It is obtained indirectly in OXO synthesis from propylene and synthesis gas.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Aromatics > SABIC® Acetic Acid Acetic acid is one of the ",chunk_77
" in organic solvent. It is obtained indirectly in OXO synthesis from propylene and synthesis gas.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Aromatics > SABIC® Acetic Acid Acetic acid is one of the simplest carboxylic acids. It is a weak acid, in that it is only a partially dissociated acid in an aqueous solution. Pure acetic acid (glacial acetic acid) is a colorless liquid and very corrosive.Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > Aromatics > SABIC® Acetone Acetone is a colorless flammable liquid. It is simple format of ketones. It is miscible in water, ethanol and ether. Also serves as an important solvent.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Aromatics > SABIC® Anisole 90 Anisole is a clear colorless liquid with strong aromatic odor.Anisole is used as an intermediate for perfumery and pharmaceutical products. It is also used in chemicals industry such as additive stabilizers.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Aromatics > SABIC® Benzene Benzene (cyclohexa-1,3,5-triene) is the basis of a group of hydrocarbons referred",chunk_78
"emicals industry such as additive stabilizers.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Aromatics > SABIC® Benzene Benzene (cyclohexa-1,3,5-triene) is the basis of a group of hydrocarbons referred to as “aromatics”. It is a clear colorless liquid, with a characteristic aromatic smell. Benzene is produced worldwide in substantial quantities, and because it is very easy to transport by ship, it is traded internationally.Benzene is a very important basic chemical. It is the starting point for many derivatives required in the production of awide range of goods used in everyday life. For example, benzene and ethylene are used to produce styrene, from which polystyrene is made. It also used to produce cyclohexane, a precursor to caprolactam, which is used to produce nylon. Well-known commodity chemicals like polystyrene and nylon are subsequently used to manufacture everyday items including clothing, paints, computer casings and packaging.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Synthetic Rubbers > SABIC® BR SABIC® BR is a high cis polybutadiene rubber produced using stereo specific Nickel catalyst system which controls molecular weight distribution an",chunk_79
"epresentatives to find out how SABIC can help you. Home > Products > Polymers > Synthetic Rubbers > SABIC® BR SABIC® BR is a high cis polybutadiene rubber produced using stereo specific Nickel catalyst system which controls molecular weight distribution and provides excellent abrasion resistance, high resilience, low rolling resistance and good resistance to dynamic stress in the final product applications.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® C12-C14 Fatty Acid English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Linear Alpha Olefins> SABIC® C14-C18 This product is a blend of Tetradecene-1 (C14), Hexadecene-1 (C16) and Octadecene-1 (C18) made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® C16-C18 Fatty Acid English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Linear Alpha Olefins > SABIC® C20+ This product is a blend of eicosene-1, docosene-1, tetracosene-1, hexa",chunk_80
"C® C16-C18 Fatty Acid English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Linear Alpha Olefins > SABIC® C20+ This product is a blend of eicosene-1, docosene-1, tetracosene-1, hexacosene-1, octacosene-1 and triacontene-1 made by Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® C6-C8 Fatty Acid English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home> Products > Chemicals > Natural Detergent Alcohol > SABIC® C8-C10 Fatty Acid English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Carbon Black > SABIC® Carbon Black Hard particle furnace grades reinforcing carbon black used for a range of applications in rubber industrySpeak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Chlor-Alkali > SABIC® Caustic Soda (NaOH) Caustic Soda (Sodium Hydroxide) is a highly corrosive, odorless, non-flammable white solid. It is usually produced as shiny pellets or flakes, which are highly water-soluble, making a slippery solution. The 50% ",chunk_81
" > Chlor-Alkali > SABIC® Caustic Soda (NaOH) Caustic Soda (Sodium Hydroxide) is a highly corrosive, odorless, non-flammable white solid. It is usually produced as shiny pellets or flakes, which are highly water-soluble, making a slippery solution. The 50% solution is slightly viscous. Caustic Soda is a general purpose industrial chemical used extensively by process industries.Caustic Soda is a highly versatile chemical. Included among its many applications are the following:Speak to one of our representatives to find out how SABIC can help you. Home > Products >Chemicals > Olefins & Gases > SABIC® CG Propylene Propylene is a non-toxic, non-corrosive, colorless gas with very little odor. It burns readily in the presence of oxygen with a luminous flame.Propylene, an important feedstock for the petrochemicals industry, is used in the production of polypropylene, acrylonitrile, propylene glycols, cumene, butyraldehydes, acrolein and other products.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Linear Alpha Olefins > SABIC® Decene-1 Decene-1 (C10) is a colorless Linear Alpha Olefin liquid made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABI",chunk_82
". Home > Products > Chemicals > Linear Alpha Olefins > SABIC® Decene-1 Decene-1 (C10) is a colorless Linear Alpha Olefin liquid made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethanolamines > SABIC® Diethanolamine DEA 99 is a clear hygroscopic liquid with a mild ammonical odor at above room Temperature. At room temperature, it is a white crystalline solid.EA 99 is a colorless, hygroscopic and moderately viscous liquid with a Mild ammonical odor.ChemicalsDEA 99 is used a raw material for manufacturing of Morpholine.DEA 99 is an important intermediate for manufacturing Glyphosate.DEA 99 is used for making alkanolamides, which are used as softeners in Textile industry, as anti corrosives in metal working and in Oil field applications.DEA 99 reacts with H2S, CO2 and other acid constituents of the Gas to give a water soluble salt resulting in “sweet” gas.DEA 99 is used in manufacturing of optical brighteners for textile and Paper applications.English, Published 9/1/2023Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > GLYCOLS > SABIC® Diethylene Glycol Diethylene Glycol (Dihyroxy diethyl ether) ",chunk_83
"al brighteners for textile and Paper applications.English, Published 9/1/2023Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > GLYCOLS > SABIC® Diethylene Glycol Diethylene Glycol (Dihyroxy diethyl ether) is a colorless, virtually odorless, viscous liquid. Compared to MEG, it has a higher boiling point, viscosity and specific gravity. DEG is characterized by great solvent power, extreme hygroscopicity and low vapor loss.The viscous glycol ether is an important industrial solvent. It is utilized in the manufacture of unsaturated polyesters, plasticizer and some important resins. It is a dyeing agent of gases. DEG is an effective softening agent, making glues and adhesives more flexible. It is an important component in formulations of brake fluids pastes and pigments.The Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade. SDS'es are available from the “Download Documents” section of each grade. If an SDS is not available for your particular region a",chunk_84
" Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade. SDS'es are available from the “Download Documents” section of each grade. If an SDS is not available for your particular region and/or language, please use the Contact Us button at the bottom of this page to request a specific SDS.English, Published 5/1/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performance Monomers > SABIC® Dioctyl Phthalate (DOP) DOP (Dioctyl Phthalate) is a combustible non-toxic colorless oily liquid with slight odor.Plasticizers for:Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals >Linear Alpha Olefins > SABIC® Dodecene-1 Dodecene-1 (C12) is a colorless Linear Alpha Olefin liquid made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Synthetic Rubbers > SABIC® EPDM SABIC EPDM Offers excellent heat, ozone, UV and ageing resistance couple with very good processability due to the superior molecular architecture provided by metallocene catalyst. High quality and consistency makes ",chunk_85
"lymers > Synthetic Rubbers > SABIC® EPDM SABIC EPDM Offers excellent heat, ozone, UV and ageing resistance couple with very good processability due to the superior molecular architecture provided by metallocene catalyst. High quality and consistency makes SABIC EPDM the right choice in rubber products for various demanding applications in automotive, construction, electrical and consumer industries.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polystyrene (PS) > SABIC® EPS Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Chlor-Alkali > SABIC® Ethylene dichloride (EDC) EDC is a colorless liquid with a mild odor. It is toxic and extremely flammable. EDC is a good organic solvent but slightly soluble in water.About 95% of the EDC production is converted to VCM for PVC production. Some is used as an organicsolvent, as a fumigant, and in the chemical synthesis of various products.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethyleneamines > SABIC® ETHYLENEDIAMINE (EDA) Ethylenediamine is the lowest molecular weight ethylenediamine. It is a single-component product with two primary nitrogens. It has an ammon",chunk_86
"ves to find out how SABIC can help you. Home > Products > Chemicals > Ethyleneamines > SABIC® ETHYLENEDIAMINE (EDA) Ethylenediamine is the lowest molecular weight ethylenediamine. It is a single-component product with two primary nitrogens. It has an ammonia-like odor and is clear and colorless.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Ethylene-Vinyl Acetate (EVA) > SABIC® EVA Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® Fatty Acid Heavies English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products> Chemicals > Natural Detergent Alcohol > SABIC® Fatty Alcohol Heavies English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® Fatty Alcohol Lights English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® Fatty Alcohol/Hydrocarbons Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol ",chunk_87
"to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® Fatty Alcohol/Hydrocarbons Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Natural Detergent Alcohol > SABIC® Fatty Matter English, Published 4/7/2020Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > GLYCOLS > SABIC® Glycol Bleed Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyethylene (PE) > SABIC® HDPE Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > GLYCOLS > SABIC® Heavy Glycol Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Linear Alpha Olefins >SABIC® Hexene-1 Hexene-1 (C6) is colorless Linear Alpha Olefin liquid made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Gases > SABIC® Hydrogen A flammable, colorless, odorless, compressed gas at high pressure.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performa",chunk_88
" help you. Home > Products > Chemicals > Gases > SABIC® Hydrogen A flammable, colorless, odorless, compressed gas at high pressure.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performance Monomers > SABIC® Iso butanol (i-Butanol) Isobutanol (IBA) is a clear liquid with characteristic odor, miscible with all common solvents. It is obtained in OXO synthesis from propylene and synthesis gas.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performance Monomers > SABIC® Isobutyraldehyde (IBAL) Iso-Butyraldehyde (I-Bal) is a colorless liquid with a pungent odor. Irritating to eyes and skin. Also causes dizziness, nausea. Flammable. It is obtained indirectly from the 2-Ethyl Hexanol (2-EH) manufacturing processProduction of Isobutanol which is used for paints and surface coatings, Inks, cosmetics, personal care and ragrance, solvents in pharmaceutical, herbicides and lube oil additives.Production of Neopentyl glycol (NPG) which is used mainly for coatings resins includes alkyd,polyester, urethane andresins synthetic lubricants.Production of Isobutyric acid which used for fragrance intermediate, manufacture of numerous esters and varn",chunk_89
"ves.Production of Neopentyl glycol (NPG) which is used mainly for coatings resins includes alkyd,polyester, urethane andresins synthetic lubricants.Production of Isobutyric acid which used for fragrance intermediate, manufacture of numerous esters and varnish.Production An intermediate for the chemicals industry such as surface coating agricultural crop markets, golf courses and textilesSpeak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyurethane (PU) > SABIC® Isocyanate SABIC provides two types of isocyanates; diphenylmethane diisocyanate (MDI) and toluene diisocyanate (TDI). Both types are easy to process during polyurethane production. They can be used in all type of foam and non-foam rigid and flexible applications.English, Published 8/4/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyethylene (PE) > SABIC® LDPE Traditional Chinese, Published 1/16/2020English, Published 1/16/2020English, Published 1/16/2020English, Published 1/16/2020English, Published 1/16/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyethylene (PE) > SABIC® LDPE Powder Speak to one of our representatives to find out ho",chunk_90
" 1/16/2020English, Published 1/16/2020English, Published 1/16/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyethylene (PE) > SABIC® LDPE Powder Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > Gases > SABIC® Liquid Argon Argon is a gas heavier than air, may accumulate in confined spaces, particularly at or below ground level.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Gases > SABIC® Liquid Carbon Dioxide Liquefied Carbon Dioxide is nonflammable, colorless, and odorless liquid gas.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyethylene (PE) > SABIC® LLDPE Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals >OXYGENATES > SABIC® Methanol Methanol is a colorless alcohol, hygroscopic and completely miscible with water, but much lighter (specific gravity 0.8). It is a good solvent, but very toxic and extremely flammable. This simple single carbon alcohol is a volatile solvent and a light fuel.English, Published 9/1/2023Speak to one of our representatives to find out how SABIC can help you. Home > ",chunk_91
" gravity 0.8). It is a good solvent, but very toxic and extremely flammable. This simple single carbon alcohol is a volatile solvent and a light fuel.English, Published 9/1/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXYGENATES > SABIC® Methyl Tertiary Butyl Ether (MTBE) Methyl Tertiary Butyl Ether (MTBE) is a volatile, flammable and colorless liquid with a distinctive mild odor. Its principal characteristics are miscibility with gasoline, low blending vapor pressure and distillation properties. MTBE is slightly soluble in water without phase separation problems. Compared to other oxygenated fuels, it has lower blending density, lower blending vapor pressure and no corrosion problems.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performance Monomers > SABIC® MMA MMA is a key intermediate chemical. It is colorless, volatile and flammable liquid with low foreign matter content and exceptional clarity. It polymerize to form Poly Methyl Methacrylate (PMMA).Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethanolamines> SABIC® Monoethanolamine MEA 99 is a colorless, hygroscopic and mode",chunk_92
"eptional clarity. It polymerize to form Poly Methyl Methacrylate (PMMA).Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Ethanolamines> SABIC® Monoethanolamine MEA 99 is a colorless, hygroscopic and moderately viscous liquid with a Mild ammonical odor.ChemicalsMEA 99 is used as raw material for manufacturing of Ethylene diamine, Taurin, Dyestuffs, 2-Mercaptothiazol & Phenyl Ethanolamine.MEA 99 is used in pre-treatment of wood chips which results in increasing yields from alkaline pulping Process. MEA 99 is also used as an aid to increase pulp strength and brightness.MEA 99 is used to manufacture Coco Mono ethanol amide, used in cosmetics formulations.MEA 99 is used in Manufacturing of bactericides for drilling muds. Wood Preservation MEA 99 is used in metal cation containing preparations for wood preservation as a complexing agent. Wood Preservation MEA 99 is used in metal cation containing preparations for wood preservation as a complexing agent. MEA 99 is used in metal cation containing preparations for wood preservation as a complexing agent.English, Published 9/1/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > GLYCOLS > SABIC® Monoethylene Glycol Mono",chunk_93
"d in metal cation containing preparations for wood preservation as a complexing agent.English, Published 9/1/2023Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > GLYCOLS > SABIC® Monoethylene Glycol Monoethylene glycol (Ethylene glycol) is a colorless, virtually odorless and slightly viscous liquid. It is miscible with water, alcohols, aldehydes and many organic compounds. MEG will not dissolve rubber, cellulose acetate or heavy vegetable and petroleum oils. MEG has a low volatility and it is 50% more hygroscopic than glycerol at room temperature.MEG is mainly used in the production of polyester, commonly known as “PET” polyethylene terephthalate (fiber and packaging grade) and antifreeze solution. It is an important dehydrating agent, good humectant and an industrial solvent.The Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade. SDS'es are available from the “Download Documents” section of each grade. If an SDS is not available for your partic",chunk_94
" substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade. SDS'es are available from the “Download Documents” section of each grade. If an SDS is not available for your particular region and/or language, please use the Contact Us button at the bottom of this page to request a specific SDS.English, Published 5/1/2023Speak to one of our representatives to find out how SABIC can help you.Home > Products > Chemicals > Gases > SABIC® Nitrogen A colorless, odorless, nonflammable gas or liquid.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > OXO Alcohols & Performance Monomers > SABIC® Normal Butanol (n-Butanol) N-Butanol (NBA) is a clear liquid with characteristic odor, miscible with all common solvents. It is obtained in OXO synthesis from propylene and synthesis gas.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Linear Alpha Olefins > SABIC® Octene-1 Octene-1 (C8) is colorless Linear Alpha Olefin liquid made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals> Gases > S",chunk_95
"s > SABIC® Octene-1 Octene-1 (C8) is colorless Linear Alpha Olefin liquid made using a low-pressure ethylene oligomerization Alpha-Sablin process.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals> Gases > SABIC® Oxygen A colorless, odorless, oxidizing compressed gas.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > POLYAMIDE (PA6) > SABIC® PA6 English, Published 6/20/2022Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polycarbonate (PC) > SABIC® PC Resin The Regulatory Data Sheet (RDS) contains information about product compliance with respect to specific regulations, laws, and directives such as RoHS, REACH-SVHC, POPs and other restricted substances.A Safety Data Sheet (SDS) contains relevant information that enables safe handling, storage, transportation and use of a grade.SDS'es are available for download from the ""SABIC SDS Portal"". User guidance to support your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/30/2023English, Published 10/14/2019E",chunk_96
"your search efforts can be downloaded here.If an SDS is not available for your particular region and/or language, please follow the directions in the portal or user manual to request a specific SDS.English, Published 1/30/2023English, Published 10/14/2019English, Published 7/2/2019Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers >Polyethylene Terephthalate (PET) > SABIC® PET Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyurethane (PU) > SABIC® PG Propylene Glycols (PG) is a high purity material produced by a high temperature and high pressure hydrolysis of propylene oxide (PO) with excess water. SABIC® PG is a high purity (99.5%) distilled product deliverd in drum, IBC and bulk quantities.English, Published 8/4/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Olefins & Gases > SABIC® PG Ethylene Ethylene is a non-toxic, non-corrosive, colorless gas with very little odor. It burns readily in the presence of oxygen with a luminous flame.Ethylene is the premier building block of the petrochemicals industry. It is used in the production of polyethylene, ethylene dichloride, ethanol, styrene, glycols and ma",chunk_97
"th very little odor. It burns readily in the presence of oxygen with a luminous flame.Ethylene is the premier building block of the petrochemicals industry. It is used in the production of polyethylene, ethylene dichloride, ethanol, styrene, glycols and many other products.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Olefins & Gases > SABIC® PG Propylene Propylene is a non-toxic, non-corrosive, colorless gas with very little odor. It burns readily in the presence of oxygen with a luminous flame.Propylene, an importantfeedstock for the petrochemicals industry, is used in the production of polypropylene, acrylonitrile, propylene glycols, cumene, butyraldehydes, acrolein and other products.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Chemicals > Aromatics > SABIC® Phenol Phenol is a white crystalline (at room temperature), odorous and toxic chemical compound, which is used widely as a raw material in the manufacture of other chemical productsPhenol is a reactive organic chemical which is used in a wide variety of chemical products vital to the economy of the world. Phenol is used as starting material or produce as an intermediate in industry. Plastics, explosive, pic",chunk_98
" of other chemical productsPhenol is a reactive organic chemical which is used in a wide variety of chemical products vital to the economy of the world. Phenol is used as starting material or produce as an intermediate in industry. Plastics, explosive, picric acid and different drugs are made from phenol. In dye industry phenols are widely used to make azo dyes. As wood preservatives, phenols (like cresols) are also used.Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polymethyl Methacrylate (PMMA) > SABIC® PMMA English, Published 4/30/2021English, Published 10/14/2019Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyurethane (PU) >SABIC® PO Propylene Oxide (PO) is a transparent and highly reactive material, produced through epoxidation reaction with propylene.SABIC® PO is a base material in the manufacturing of Polyol (automobile, furniture appliance and building insulating materials), Propylene Glycol (cosmetics, fibers), Propylene Glycole Ether (detergent), Isopropanol Amines, Fumigant, Synthetic Lubricants, Synthetic elastomer (homopolymer) and Solvents.English, Published 8/4/2021Speak to one of our representatives to find out how SABIC can help you. Hom",chunk_99
"smetics, fibers), Propylene Glycole Ether (detergent), Isopropanol Amines, Fumigant, Synthetic Lubricants, Synthetic elastomer (homopolymer) and Solvents.English, Published 8/4/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyurethane (PU) > SABIC® Polyol SABIC® Polyols are medium to high molecular weigt polyether polyols. They are easy to process and are used for the production of flexible, semi-rigid and rigid foams using slabstock and molding processes. Some of SABIC® polyols can be used in non-foam applications.English, Published 8/4/2021Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polyoxymethylene (POM) > SABIC® POM English, Published 10/14/2019English, Published 5/7/2019Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polypropylene (PP) >SABIC® PP English, Published 3/15/2022English, Published 2/16/2022English, Published 10/28/2021English, Published 10/15/2020English, Published 9/4/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polypropylene (PP) > SABIC® PP RELY Speak to one of our representatives to find out how SABIC can help you. Ho",chunk_100
"blished 10/15/2020English, Published 9/4/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polypropylene (PP) > SABIC® PP RELY Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polypropylene (PP) > SABIC® PPcompound SABIC® PP Compounds are materials based on polypropylene that is blended with other components such as impact modifiers, mineral fillers, glass fibers, pigments and stabilizers. These compounds are based on SABIC's advanced polypropylenes and provide properties such as improved strength and stiffness, while maintaining the low density and chemical resistance known for polypropylenes.SABIC® PP Compound products are typically used in:Widely utilized accross many industries, SABIC® PP Compounds bring significant value to:English, Published 1/20/2023English, Published 2/16/2022English, Published 10/28/2021English, Published 7/20/2021Simplified Chinese, Published 10/20/2020Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polypropylene (PP) >SABIC® PP-UMS SABIC® PP-UMS (Ultra Melt Strength) resin is a new generation of high melt strength (HMS), foamable polypropylene.SABIC® PP-UMS is unique in the marke",chunk_101
"atives to find out how SABIC can help you. Home > Products > Polymers > Polypropylene (PP) >SABIC® PP-UMS SABIC® PP-UMS (Ultra Melt Strength) resin is a new generation of high melt strength (HMS), foamable polypropylene.SABIC® PP-UMS is unique in the market.With a melt strength of more than 65 cN leading to outstanding foamability, it is a building block to develop new foaming solutions that can enable a light weighting and potential cost optimization.High melt strength (HMS) > 65cNOutstanding foamabilityLighter weightPotential cost optimizationPure and clean Designed for most demanding applications Low VOC / FOG values, hygienic and safeBuilding block for multiple blending partners Allowing for design freedom, cost and performance optimizationThermal mechanical properties offering wide range of foam properties Improved thermal resistance & durabilitySuperior foamability leading to efficient processing Unprecedented lightweightingSABIC® PP-UMS IS A CROSS-INDUSTRY PP FOAM SOLUTION:AUTOMOTIVEPACKAGINGB&CCONSUMEREnglish, Published 1/16/2020English, Published 1/16/2020English, Published 6/11/2019Simplified Chinese, Published 6/10/2019Speak to one of our representatives to find out how SABIC can help you. Home > Products > Polymers > Polystyrene (PS) > SABIC® PS Speak ",chunk_102
